[INFO] [1787254378.885933352] [dclp_go2_policy_ros2]: trajectory log enabled: /home/unitree/qyw/dclp_20260710_reproduction/dclp_deploy/robots/unitree_go2/../trajectory_logs/trajectory_20260821_033258.csv (rate=2.00 Hz)
[INFO] [1787254378.893761920] [dclp_go2_policy_ros2]: Go2 DCLP policy ready: backend={"action_dim": 2, "backend_type": "pth", "checkpoint_meta": {"T": 1010000, "episode": 16356, "test_time": 101}, "deterministic_rule": "highest_weight_component_tanh_mu", "device": "cpu", "model_path": "/home/unitree/qyw/dclp_20260710_reproduction/models/dclp/V1_41lambda1_101.pth", "obs_dim": 548, "policy_id": "V1_41lambda1_101.pth"} scan=/scan odom=/odom goal=/move_base_simple/goal rel_goal=/dclp_relative_goal global=odom zmq=tcp://*:5596 rate=25.0Hz scan_stamp_timeout=0.08s experiment=<unset> profile=<unset> compensation=off mapping=range limiter=last_cmd_dt config={"accel_limiter_mode":"last_cmd_dt","action_mapping_mode":"range","backend":{"action_dim":2,"backend_type":"pth","checkpoint_meta":{"T":1010000,"episode":16356,"test_time":101},"deterministic_rule":"highest_weight_component_tanh_mu","device":"cpu","model_path":"/home/unitree/qyw/dclp_20260710_reproduction/models/dclp/V1_41lambda1_101.pth","obs_dim":548,"policy_id":"V1_41lambda1_101.pth"},"cap_angular":1.5708,"cap_linear":1.5,"compensation_available":true,"compensation_mode":"off","compensation_source":"/home/unitree/qyw/dclp_20260710_reproduction/dclp_deploy/robots/unitree_go2/velocity_compensation.py","compensation_source_sha256":"53f5318dde1c9965c6c7177ae72e8200b85b26c8b9143ecb9dcc5d356a458000","control_period_sec":0.02,"control_rate_hz":25.0,"dclp_length1":0.6048,"dclp_length2":0.6048,"dclp_width":0.53568,"deploy_core_source":"/home/unitree/qyw/dclp_20260710_reproduction/dclp_deploy/dclp_deploy_core.py","deploy_core_source_sha256":"df6c78b263454c8bf8fb616de9dff7d268f6f48fe40127c299dd56455464e7de","experiment_id":"","experiment_profile":"","floor_angular":0.27928,"floor_linear":0.29997,"front_safety_angle":0.55,"front_safety_base_distance":0.55,"front_safety_decel":3.0,"front_safety_enabled":true,"front_safety_hold_sec":0.75,"front_safety_min_cluster_beams":2,"front_safety_reaction_time":0.12,"front_safety_release_margin":0.15,"front_safety_reverse_w_limit":0.35,"goal_topic":"/move_base_simple/goal","max_angular":0.83776,"max_angular_acc":3.0,"max_linear":0.9,"max_linear_acc":3.0,"min_angular":0.27928,"min_linear":0.29997,"model_path":"/home/unitree/qyw/dclp_20260710_reproduction/models/dclp/V1_41lambda1_101.pth","model_sha256":"dacaf9fc45da536ae6b45cdbedc949370b7828fac4cadcf40ebedabc4080c452","odom_stamp_timeout":0.05,"odom_timeout":0.1,"odom_topic":"/odom","pid":85223,"policy_source":"/home/unitree/qyw/dclp_20260710_reproduction/dclp_deploy/robots/unitree_go2/dclp_go2_policy_ros2.py","policy_source_sha256":"451166a2ba16b882f495a5576dd545252174d4c93240304f5142e832e658ef99","relative_goal_topic":"/dclp_relative_goal","scan_min_valid_beams":64,"scan_stamp_timeout":0.08,"scan_timeout":0.1,"scan_topic":"/scan","schema_version":1,"speed_scale":1.0,"straighten_front_clear_angle":0.35,"straighten_front_clear_range":1.2,"straighten_front_goal_angle":0.0,"straighten_front_goal_w_limit":0.0,"trajectory_log_path":"/home/unitree/qyw/dclp_20260710_reproduction/dclp_deploy/robots/unitree_go2/../trajectory_logs/trajectory_20260821_033258.csv","written_at":"2026-08-21T03:32:58"}
[INFO] [1787254378.897696029] [dclp_go2_policy_ros2]: received first scan: frame=base_link beams=1081 valid=957
[INFO] [1787254378.899459015] [dclp_go2_policy_ros2]: received first odom: frame=odom child=base_link
[WARN] [1787254378.934089879] [dclp_go2_policy_ros2]: DCLP stop: waiting goal
[WARN] [1787254380.934246278] [dclp_go2_policy_ros2]: DCLP stop: waiting goal
[WARN] [1787254382.934901396] [dclp_go2_policy_ros2]: DCLP stop: waiting goal
[WARN] [1787254384.974237511] [dclp_go2_policy_ros2]: DCLP stop: waiting goal
[WARN] [1787254386.974259693] [dclp_go2_policy_ros2]: DCLP stop: waiting goal
[WARN] [1787254388.975432641] [dclp_go2_policy_ros2]: DCLP stop: waiting goal
[WARN] [1787254391.014139839] [dclp_go2_policy_ros2]: DCLP stop: waiting goal
[WARN] [1787254393.054082830] [dclp_go2_policy_ros2]: DCLP stop: waiting goal
[INFO] [1787254393.744928132] [dclp_go2_policy_ros2]: received relative goal: right=0.000 forward=4.000 -> global=(4.000, 0.001) frame=odom
[INFO] [1787254393.784425930] [dclp_go2_policy_ros2]: ⏱ v=0.086 w=-0.086 dist=4.00 | total=10.8ms (tf=0.3 feat=0.5 infer=2.3 conv=6.1) | e2e_scan→cmd=49.4ms | valid=951 cov=88/90 safety=off front=inf/0.791
[INFO] [1787254488.980584611] [dclp_go2_policy_ros2]: ⏱ v=0.894 w=-0.484 dist=4.00 | total=6.6ms (tf=0.3 feat=0.4 infer=2.1 conv=2.6) | e2e_scan→cmd=46.1ms | valid=945 cov=89/90 safety=off front=inf/0.791
[INFO] [1787254489.381409105] [dclp_go2_policy_ros2]: ⏱ v=0.894 w=-0.499 dist=4.00 | total=7.4ms (tf=0.3 feat=0.4 infer=2.3 conv=2.7) | e2e_scan→cmd=46.8ms | valid=959 cov=89/90 safety=off front=inf/0.791
[INFO] [1787254489.779349945] [dclp_go2_policy_ros2]: ⏱ v=0.894 w=-0.492 dist=4.00 | total=5.7ms (tf=0.2 feat=0.3 infer=2.1 conv=2.2) | e2e_scan→cmd=44.9ms | valid=969 cov=90/90 safety=off front=inf/0.791
[INFO] [1787254490.179538136] [dclp_go2_policy_ros2]: ⏱ v=0.894 w=-0.491 dist=4.00 | total=5.9ms (tf=0.2 feat=0.3 infer=2.1 conv=2.3) | e2e_scan→cmd=45.2ms | valid=960 cov=90/90 safety=off front=inf/0.791
[INFO] [1787254490.579598773] [dclp_go2_policy_ros2]: ⏱ v=0.894 w=-0.486 dist=4.00 | total=6.0ms (tf=0.2 feat=0.3 infer=2.1 conv=2.3) | e2e_scan→cmd=45.2ms | valid=974 cov=90/90 safety=off front=inf/0.791
[INFO] [1787254490.979349483] [dclp_go2_policy_ros2]: ⏱ v=0.894 w=-0.490 dist=4.00 | total=5.7ms (tf=0.2 feat=0.3 infer=2.0 conv=2.2) | e2e_scan→cmd=45.0ms | valid=974 cov=90/90 safety=off front=inf/0.791
[INFO] [1787254491.379518476] [dclp_go2_policy_ros2]: ⏱ v=0.894 w=-0.494 dist=4.00 | total=5.9ms (tf=0.2 feat=0.3 infer=2.1 conv=2.3) | e2e_scan→cmd=45.1ms | valid=957 cov=89/90 safety=off front=inf/0.791
[INFO] [1787254491.779680780] [dclp_go2_policy_ros2]: ⏱ v=0.894 w=-0.507 dist=4.00 | total=6.0ms (tf=0.2 feat=0.3 infer=2.0 conv=2.4) | e2e_scan→cmd=45.3ms | valid=947 cov=89/90 safety=off front=inf/0.791
[INFO] [1787254492.179730251] [dclp_go2_policy_ros2]: ⏱ v=0.894 w=-0.491 dist=4.00 | total=6.1ms (tf=0.2 feat=0.3 infer=2.1 conv=2.3) | e2e_scan→cmd=45.4ms | valid=956 cov=88/90 safety=off front=inf/0.791
[INFO] [1787254492.579842093] [dclp_go2_policy_ros2]: ⏱ v=0.894 w=-0.498 dist=4.00 | total=6.3ms (tf=0.2 feat=0.4 infer=2.0 conv=2.2) | e2e_scan→cmd=45.6ms | valid=976 cov=90/90 safety=off front=inf/0.791
[INFO] [1787254492.979934093] [dclp_go2_policy_ros2]: ⏱ v=0.894 w=-0.488 dist=4.00 | total=6.3ms (tf=0.3 feat=0.3 infer=2.1 conv=2.4) | e2e_scan→cmd=45.6ms | valid=970 cov=90/90 safety=off front=inf/0.791
[INFO] [1787254493.379700456] [dclp_go2_policy_ros2]: ⏱ v=0.894 w=-0.498 dist=4.00 | total=6.1ms (tf=0.2 feat=0.3 infer=2.1 conv=2.4) | e2e_scan→cmd=45.2ms | valid=959 cov=90/90 safety=off front=inf/0.791
[INFO] [1787254493.779770410] [dclp_go2_policy_ros2]: ⏱ v=0.894 w=-0.495 dist=4.00 | total=6.1ms (tf=0.2 feat=0.3 infer=2.2 conv=2.3) | e2e_scan→cmd=45.4ms | valid=988 cov=90/90 safety=off front=inf/0.791
[INFO] [1787254494.179676712] [dclp_go2_policy_ros2]: ⏱ v=0.894 w=-0.502 dist=4.00 | total=6.1ms (tf=0.2 feat=0.3 infer=2.1 conv=2.4) | e2e_scan→cmd=45.3ms | valid=961 cov=89/90 safety=off front=inf/0.791
[INFO] [1787254494.579597192] [dclp_go2_policy_ros2]: ⏱ v=0.895 w=-0.494 dist=4.00 | total=6.0ms (tf=0.2 feat=0.3 infer=2.0 conv=2.3) | e2e_scan→cmd=45.3ms | valid=955 cov=89/90 safety=off front=inf/0.791
[INFO] [1787254494.980091541] [dclp_go2_policy_ros2]: ⏱ v=0.894 w=-0.482 dist=4.00 | total=6.5ms (tf=0.3 feat=0.4 infer=2.1 conv=2.5) | e2e_scan→cmd=45.6ms | valid=956 cov=90/90 safety=off front=inf/0.791
[INFO] [1787254495.380769257] [dclp_go2_policy_ros2]: ⏱ v=0.895 w=-0.485 dist=4.00 | total=6.8ms (tf=0.3 feat=0.4 infer=2.1 conv=2.7) | e2e_scan→cmd=46.3ms | valid=959 cov=90/90 safety=off front=inf/0.791
[INFO] [1787254495.779570255] [dclp_go2_policy_ros2]: ⏱ v=0.894 w=-0.506 dist=4.00 | total=5.9ms (tf=0.2 feat=0.3 infer=2.0 conv=2.3) | e2e_scan→cmd=45.2ms | valid=976 cov=90/90 safety=off front=inf/0.791
[INFO] [1787254496.179528786] [dclp_go2_policy_ros2]: ⏱ v=0.894 w=-0.494 dist=4.00 | total=5.9ms (tf=0.2 feat=0.3 infer=2.1 conv=2.3) | e2e_scan→cmd=45.2ms | valid=970 cov=89/90 safety=off front=inf/0.791
[INFO] [1787254496.579386675] [dclp_go2_policy_ros2]: ⏱ v=0.894 w=-0.499 dist=4.00 | total=5.8ms (tf=0.2 feat=0.3 infer=2.0 conv=2.2) | e2e_scan→cmd=45.1ms | valid=971 cov=89/90 safety=off front=inf/0.791
[INFO] [1787254496.979783297] [dclp_go2_policy_ros2]: ⏱ v=0.894 w=-0.476 dist=4.00 | total=6.1ms (tf=0.2 feat=0.3 infer=2.1 conv=2.4) | e2e_scan→cmd=45.4ms | valid=961 cov=89/90 safety=off front=inf/0.791
[INFO] [1787254497.379530978] [dclp_go2_policy_ros2]: ⏱ v=0.894 w=-0.485 dist=4.00 | total=5.9ms (tf=0.2 feat=0.3 infer=2.0 conv=2.3) | e2e_scan→cmd=45.0ms | valid=949 cov=89/90 safety=off front=inf/0.791
[INFO] [1787254497.780487071] [dclp_go2_policy_ros2]: ⏱ v=0.894 w=-0.492 dist=4.00 | total=6.7ms (tf=0.2 feat=0.4 infer=2.1 conv=2.4) | e2e_scan→cmd=46.0ms | valid=973 cov=90/90 safety=off front=inf/0.791
[INFO] [1787254498.179766836] [dclp_go2_policy_ros2]: ⏱ v=0.894 w=-0.492 dist=4.00 | total=6.1ms (tf=0.2 feat=0.3 infer=2.1 conv=2.4) | e2e_scan→cmd=45.3ms | valid=972 cov=90/90 safety=off front=inf/0.791
[INFO] [1787254498.579940512] [dclp_go2_policy_ros2]: ⏱ v=0.894 w=-0.477 dist=4.00 | total=6.2ms (tf=0.2 feat=0.3 infer=2.1 conv=2.4) | e2e_scan→cmd=45.5ms | valid=971 cov=90/90 safety=off front=inf/0.791
[INFO] [1787254498.979402907] [dclp_go2_policy_ros2]: ⏱ v=0.894 w=-0.485 dist=4.00 | total=5.7ms (tf=0.2 feat=0.3 infer=2.0 conv=2.2) | e2e_scan→cmd=45.0ms | valid=958 cov=88/90 safety=off front=inf/0.791
[INFO] [1787254499.379420677] [dclp_go2_policy_ros2]: ⏱ v=0.894 w=-0.488 dist=4.00 | total=5.9ms (tf=0.2 feat=0.3 infer=2.0 conv=2.3) | e2e_scan→cmd=45.0ms | valid=957 cov=89/90 safety=off front=inf/0.791
[INFO] [1787254499.780014428] [dclp_go2_policy_ros2]: ⏱ v=0.895 w=-0.491 dist=4.00 | total=5.9ms (tf=0.2 feat=0.3 infer=2.0 conv=2.3) | e2e_scan→cmd=45.7ms | valid=970 cov=90/90 safety=off front=inf/0.791
[INFO] [1787254500.179984806] [dclp_go2_policy_ros2]: ⏱ v=0.894 w=-0.483 dist=4.00 | total=5.9ms (tf=0.2 feat=0.3 infer=2.0 conv=2.3) | e2e_scan→cmd=45.6ms | valid=972 cov=89/90 safety=off front=inf/0.791
[INFO] [1787254500.580557854] [dclp_go2_policy_ros2]: ⏱ v=0.895 w=-0.489 dist=4.00 | total=6.3ms (tf=0.3 feat=0.4 infer=2.2 conv=2.4) | e2e_scan→cmd=46.1ms | valid=979 cov=88/90 safety=off front=inf/0.791
[INFO] [1787254500.980041981] [dclp_go2_policy_ros2]: ⏱ v=0.894 w=-0.492 dist=4.00 | total=5.9ms (tf=0.2 feat=0.3 infer=2.1 conv=2.3) | e2e_scan→cmd=45.7ms | valid=954 cov=89/90 safety=off front=inf/0.791
[INFO] [1787254501.380021512] [dclp_go2_policy_ros2]: ⏱ v=0.894 w=-0.482 dist=4.00 | total=6.0ms (tf=0.2 feat=0.3 infer=2.1 conv=2.3) | e2e_scan→cmd=45.7ms | valid=961 cov=89/90 safety=off front=inf/0.791
